maker,product_name,url,fields_found,has_analysis_section,is_therapeutic,disclosed_crude_protein,disclosed_crude_fat,disclosed_crude_fiber,disclosed_crude_ash,disclosed_moisture,disclosed_calorie,disclosed_phosphorus,disclosed_ingredients,crude_protein_value,crude_fat_value,crude_fiber_value,crude_ash_value,moisture_value,calorie_kcal,phosphorus_value,calcium_value,sodium_value,magnesium_value,ingredients_snippet,fetched_at
ロイヤルカナンジャポン合同会社,センサリー フィール（成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sensory-feel-morsels-in-gravy-1519,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.5%,0.8%,1.5%,1.6%,82.6%,,0.07%,0.2%,0.17%,0.01%,肉類（豚、鶏）、サーモン、コーンフラワー、小麦タンパク、コーンスターチ、加水分解鶏レバー、コーングルテン、セルロース、サンフラワーオイル、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類 (Na、P、Ca、K、Cl、Zn、Fe、Cu、キレートミネラル（,2026-06-21
ロイヤルカナンジャポン合同会社,インドア 7+ ローフ（室内 中高齢猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-sterilised-7%2b-in-loaf-1315,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,8.9%,1.0%,2.2%,2.1%,83.9%,,0.09%,0.2%,0.17%,0.01%,肉類（鶏、豚）、セルロース、小麦タンパク、トマト（リコピン源）、コーンスターチ、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、調味料（アミノ酸類）、マリーゴールド（ルテイン源）、グルコサミン、加水分解軟骨（コンドロイチン硫酸源）、アミノ酸類（グリシン、メチオニン、タウリン、L-カルチニン）、増粘安定剤（増粘多,2026-06-21
ロイヤルカナンジャポン合同会社,センサリー スメル（成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sensory-smell-chunks-in-gravy-1517,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,9.4%,0.7%,1.5%,1.8%,82.6%,,0.07%,0.3%,0.15%,0.01%,肉類（鶏、豚）、サーモン、小麦タンパク、コーンフラワー、コーンスターチ、セルロース、コーングルテン、加水分解魚肉、酵母、調味料（アミノ酸類）、アミノ酸類（タウリン、メチオニン、グリシン）、増粘安定剤（増粘多糖類）、ミネラル類（K、Ca、Cl、Na、P、Zn、Fe、Cu、Mn、I）、キレートミネラル（Zn、Cu、Mn）、,2026-06-21
ロイヤルカナンジャポン合同会社,アペタイトコントロール （成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/appetite-control-care-gravy-1466,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,6.2%,0.2%,2.0%,1.7%,85.3%,,0.06%,0.3%,0.13%,0.01%,鶏肉、豚肉、米粉、セルロース、コーンスターチ、小麦タンパク、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン、L- カルニチン）、増粘安定剤（増粘多糖類）、ミネラル類（Ca、K、Cl、Na、P、Zn、Fe、Cu、Mn、I、キレートミネラル（Zn、Cu、Mn））、ビタミン類（コリン、D3、E、,2026-06-21
ロイヤルカナンジャポン合同会社,インドア グレービー（室内 成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-sterilized-morsels-in-gravy-1278,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,7.7%,1.3%,1.9%,2.0%,83.6%,,0.10%,0.3%,0.15%,0.01%,肉類（鶏、豚）、コーンフラワー、豚タンパク、セルロース、コーンスターチ、サンフラワーオイル、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン、L-カルニチン）、ゼオライト、増粘安定剤（増粘多糖類）、ミネラル類（Na、P、Ca、K、Cl、,2026-06-21
ロイヤルカナンジャポン合同会社,ステアライズド（避妊・去勢後 成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sterilised-37-2537,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,35.0%,10.0%,7.0%,9.4%,6.5%,,0.20%,1.1%,0.60%,0.09%,肉類（鶏、七面鳥）、コーン、超高消化性小麦タンパク（消化率90%以上）、植物性繊維、動物性油脂、加水分解タンパク（鶏、七面鳥、魚）、米、小麦、ビートパルプ、コーングルテン、酵母および酵母エキス、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、フラクトオリゴ糖、塩化アンモニウム、大豆油、アミノ酸類（DL-メチオニン、,2026-06-21
ロイヤルカナンジャポン合同会社,プロテイン エクシジェント（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/protein-exigent-2542,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,39.0%,13.0%,4.1%,9.6%,6.5%,,0.23%,1.3%,0.60%,0.09%,肉類（鶏、七面鳥）、コーン、超高消化性植物性タンパク（消化率90%以上）、加水分解タンパク（鶏、七面鳥、豚）、小麦、動物性油脂、コーングルテン、ビートパルプ、植物性繊維、酵母および酵母エキス、大豆油、ルリチシャ油、アミノ酸類（タウリン）、ゼオライト、ミネラル類（K、Cl、Ca、P、Na、Zn、Mn、Fe、Cu、I、Se,2026-06-21
ロイヤルカナンジャポン合同会社,デンタルケア （歯垢・歯石が気になる成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/dental-care-2532,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,28.0%,13.0%,6.3%,7.8%,9.0%,,0.18%,1.1%,0.59%,0.06%,肉類（鶏、七面鳥）、米、超高消化性小麦タンパク（消化率90%以上）、動物性油脂、コーン、コーンフラワー、植物性繊維、加水分解タンパク（鶏、七面鳥）、小麦、コーングルテン、ビートパルプ、魚油、大豆油、フラクトオリゴ糖、サイリウム、アミノ酸類（DL-メチオニン、タウリン）、ポリリン酸ナトリウム、ミネラル類（Cl、K、Ca、,2026-06-21
ロイヤルカナンジャポン合同会社,ユリナリー ケア（成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/urinary-care-gravy-4157,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,7.2%,1.0%,1.7%,1.8%,84.7%,,0.09%,0.3%,0.13%,0.01%,豚肉、鶏肉、小麦粉、コーンスターチ、セルロース、加水分解鶏レバー、豚タンパク、調味料（アミノ酸類）、マリーゴールド（ルテイン源）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類（Cl、K、Ca、Na、P、Zn、Fe、Cu、Mn、I、キレートミネラル（Zn、Cu、Mn））、,2026-06-21
ロイヤルカナンジャポン合同会社,ヘアー＆スキン ケア （成猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/hair%26skin-thin-slices-in-jelly-4151,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,10.0%,1.7%,1.9%,1.8%,80.5%,,0.08%,0.2%,0.17%,0.02%,鶏肉、豚肉、サーモン、小麦粉、豚タンパク、セルロース、小麦タンパク、加水分解鶏レバー、サンフラワーオイル（オメガ6系不飽和脂肪酸源）、コーンスターチ、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、調味料（アミノ酸類）、酵母エキス、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ミネラル類（,2026-06-21
ロイヤルカナンジャポン合同会社,ダイジェスティブ ケア（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/digestive-care-2555,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,36.0%,13.0%,4.3%,9.0%,6.5%,,0.16%,1.1%,0.60%,0.06%,超高消化性小麦タンパク（消化率90%以上）、肉類（鶏、七面鳥）、小麦粉、米、動物性油脂、コーングルテン、魚肉、加水分解タンパク（鶏、七面鳥）、コーンフラワー、植物性繊維、チコリー、大豆油、魚油、サイリウム、フラクトオリゴ糖（FOS）、加水分解酵母（マンナンオリゴ糖源）、アミノ酸類（タウリン）、ゼオライト、ミネラル類（C,2026-06-21
ロイヤルカナンジャポン合同会社,フィット（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/fit-32-2520,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,30.0%,13.0%,5.3%,8.0%,6.5%,,0.23%,1.2%,0.50%,0.09%,肉類（鶏、七面鳥、ダック）、米、超高消化性植物性タンパク（消化率90%以上）、小麦、コーン、動物性油脂、小麦粉、加水分解タンパク（鶏、七面鳥、魚）、植物性繊維、コーングルテン、酵母および酵母エキス、ビートパルプ、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、サイリウム、塩化アンモニウム、加水分解酵母（,2026-06-21
ロイヤルカナンジャポン合同会社,キトン（成長後期 子猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/kitten-2522,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,34.0%,16.0%,3.4%,8.9%,6.5%,,0.25%,1.2%,0.50%,0.08%,肉類（鶏、七面鳥、ダック）、米、超高消化性小麦タンパク（消化率90%以上）、動物性油脂、コーンフラワー、加水分解タンパク（鶏、七面鳥、魚）、小麦粉、コーングルテン、酵母および酵母エキス、植物性繊維、ビートパルプ、大豆油、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、サイリウム、フラクトオリゴ糖、加水分解酵母（マン,2026-06-21
ロイヤルカナンジャポン合同会社,ライト ウェイト ケア (成猫用 ドライ) | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/light-weight-care-2524,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,34.0%,8.0%,11.3%,8.3%,6.5%,,0.18%,1.2%,0.60%,0.07%,肉類（鶏、七面鳥）、植物性繊維、超高消化性小麦タンパク（消化率90%以上）、コーン、コーングルテン、米、加水分解タンパク（鶏、七面鳥）、コーンフラワー、小麦、動物性油脂、ビートパルプ、酵母および酵母エキス、魚油、サイリウム、大豆油、アミノ酸類（タウリン、L-カルニチン）、ミネラル類（Cl、K、Ca、Na、Zn、Mn、F,2026-06-21
ロイヤルカナンジャポン合同会社,センシブル (成猫用 ドライ) | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/sensible-33-2521,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,31.0%,20.0%,2.6%,8.5%,6.5%,,0.17%,1.1%,0.50%,0.08%,を使用して胃腸の健康を維持】 ＜センシブル＞は、健康的な消化をサポートするために独自の栄養成分(L.I.P.*)と、プレバイオティックス（フラクトオリゴ糖）を配合し、健康な腸内細菌のバランスを整えます。,2026-06-21
ロイヤルカナンジャポン合同会社,インドア （室内 成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/indoor-27-2529,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,25.0%,11.0%,4.9%,8.3%,6.5%,,0.17%,1.1%,0.50%,0.09%,小麦、米、肉類（鶏、七面鳥、ダック）、超高消化性植物性タンパク（消化率90%以上）、コーン、動物性油脂、加水分解タンパク（鶏、七面鳥、魚）、小麦粉、植物性繊維、ビートパルプ、大豆油、酵母および酵母エキス、魚油（オメガ3系不飽和脂肪酸〔EPA + DHA〕源）、フラクトオリゴ糖、サイリウム、アミノ酸類（DL-メチオニン、,2026-06-21
ロイヤルカナンジャポン合同会社,アペタイトコントロール（成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/appetite-control-care-2563,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,32.0%,10.0%,10.2%,9.0%,6.5%,,0.16%,1.1%,0.60%,0.08%,肉類（鶏、七面鳥）、植物性繊維、コーン、超高消化性小麦タンパク（消化率90%以上）、小麦、コーングルテン、加水分解タンパク（鶏、七面鳥）、動物性油脂、米、ビートパルプ、酵母および酵母エキス、大豆油、魚油、サイリウム、フラクトオリゴ糖、アミノ酸類（タウリン、DL-メチオニン、L-カルニチン）、ゼオライト、ミネラル類（Cl,2026-06-21
ロイヤルカナンジャポン合同会社,セイバー エクシジェント (成猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/retail-products/savour-exigent-2531,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,31.0%,14.0%,4.1%,8.3%,6.5%,,0.20%,1.1%,0.45%,0.09%,コーン、肉類（鶏、七面鳥、ダック）、米、動物性油脂、超高消化性小麦タンパク（消化率90%以上）、超高消化性大豆タンパク（消化率90%以上）、コーングルテン、植物性繊維、加水分解タンパク（鶏、七面鳥、魚）、酵母および酵母エキス、ビートパルプ、大豆油、塩化アンモニウム、フラクトオリゴ糖、ルリチシャ油、アミノ酸類（タウリン、,2026-06-21
ロイヤルカナンジャポン合同会社,消化器サポート 可溶性繊維（猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/vet-products/gastrointestinal-fibre-response-4007,6,True,True,yes,yes,yes,yes,yes,no,no,yes,29.0%,13.0%,4.0%,8.0%,6.5%,,,,,,を使用し、可溶性食物繊維の含有量を適切に調整しています。 詳細を表示 製品のメリット 【高消化性】 消化管の健康維持に配慮して高消化性に設計。さらにプレバイオティクスを含む複数の食物繊維をバランスよく配合。 【健康的な腸管内輸送】 便秘に配慮してサイリウムなどの可溶性食物繊維を豊富に配合。 【適切なエネルギー量】 健康,2026-06-21
ロイヤルカナンジャポン合同会社,腎臓サポート セレクション （猫用 ドライ） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/vet-products/renal-select-4160,6,True,True,yes,yes,yes,yes,yes,no,no,yes,22.5%,19.0%,5.6%,7.3%,6.5%,,,,,,原材料：動物性油脂、米、加熱処理済み小麦粉、超高消化性豚タンパク（消化率90%以上）、小麦粉、超高消化性小麦タンパク（消化率90%以上）、植物性繊維、コーングルテン、加水分解タンパク（鶏、七面鳥）、魚肉、チコリー、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、大豆油、サイリウム、フラクトオリゴ糖、マリーゴールドエ,2026-06-21
ロイヤルカナンジャポン合同会社,早期腎臓サポート（猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/vet-products/early-renal-1243,6,True,True,yes,yes,yes,yes,yes,no,no,yes,6.5%,3.0%,2.1%,1.4%,81.0%,,,,,,原材料：鶏肉、豚肉、小麦粉、セルロース、コーンスターチ、サンフラワーオイル、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、超高消化性小麦タンパク、レシチン、トマト（リコピン源）、加水分解酵母（マンナンオリゴ糖源）、調味料（アミノ酸等）、グルコサミン、マリーゴールドエキス（ルテイン源）、加水分解軟骨（コンドロイチン,2026-06-21
ロイヤルカナンジャポン合同会社,腎臓サポート チキンテイスト（猫用 ウェット） | Royal Canin JP,https://www.royalcanin.com/jp/cats/products/vet-products/renal-with-chicken-4030,6,True,True,yes,yes,yes,yes,yes,no,no,yes,5.8%,6.0%,1.5%,1.4%,80.0%,,,,,,原材料：鶏肉、豚肉、小麦粉、サンフラワーオイル、コーンスターチ、コーンフラワー、魚油（オメガ3系不飽和脂肪酸〔EPA+DHA〕源）、セルロース、フラクトオリゴ糖、調味料（アミノ酸等）、マリーゴールドエキス（ルテイン源）、アミノ酸類（グリシン、タウリン、メチオニン）、増粘安定剤（増粘多糖類）、ゼオライト、ミネラル類（K、,2026-06-21
